28,1,28,1,0000-00-00,1,search engine,24.95,2,,0,32.94,,y,9/16/2003 22:06,0000-00-00,,,0000-00-00,y,y,12.231.72.133,y,7.99,,,,,active,n
2,1,2,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 15:49,0000-00-00,,,0000-00-00,y,y,68.86.212.229,y,3.75,,,,,active,n
3,1,3,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 15:56,0000-00-00,,,0000-00-00,y,y,205.134.0.50,y,3.75,,,,,active,n
4,1,4,1,0000-00-00,1,search engine,24.95,3,,0,37.4,,y,9/15/2003 16:02,0000-00-00,,,0000-00-00,y,y,165.66.222.39,y,12.45,,,,,active,n
5,1,5,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 16:06,0000-00-00,,,0000-00-00,y,n,66.157.71.149,y,3.75,,,,,active,n
6,1,6,2,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 16:59,0000-00-00,,,0000-00-00,y,y,65.40.235.138,y,3.75,,,,,active,n
7,1,7,2,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 16:59,0000-00-00,,,0000-00-00,y,y,128.255.44.116,y,3.75,,,,,active,n
8,1,8,1,0000-00-00,1,prep class,24.95,3,,0,37.4,,y,9/15/2003 17:29,0000-00-00,,,0000-00-00,y,y,68.193.19.138,y,12.45,,,,,active,n
9,1,9,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 17:29,0000-00-00,,,0000-00-00,y,y,130.132.143.49,y,3.75,,,,,active,n
10,1,10,8,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 17:49,0000-00-00,,,0000-00-00,y,y,209.86.253.143,y,3.75,,,,,active,n
11,1,11,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 18:22,0000-00-00,,,0000-00-00,y,n,12.17.10.96,y,3.75,,,,,active,n
12,1,12,3,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 18:34,0000-00-00,,,0000-00-00,y,y,68.65.11.27,y,3.75,,,,,active,n
13,1,13,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 20:18,0000-00-00,,,0000-00-00,y,y,24.26.125.66,y,3.75,,,,,active,n
14,1,14,1,0000-00-00,1,search engine,24.95,3,,0,37.4,,y,9/15/2003 21:05,0000-00-00,,,0000-00-00,y,y,24.185.94.36,y,12.45,,,,,active,n
15,1,15,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/15/2003 21:55,0000-00-00,,,0000-00-00,y,y,24.205.54.123,y,3.75,,,,,active,n
16,1,16,1,0000-00-00,2,search engine,24.95,1,,0,55.9,,y,9/15/2003 22:42,0000-00-00,,,0000-00-00,y,y,,y,3.75,,"Entered order online because he was having trouble ordering from the site.  His adderss did not match. Also he ordered one for his girlfriend Alice Huynh because hers did not work.  Sent her a new one on Sept 19, 2003 #69.  She has another purchase order page and customer page.",,,active,n
17,1,17,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/16/2003 5:43,0000-00-00,,,0000-00-00,y,y,65.40.51.79,y,3.75,,,,,active,n
18,1,18,1,0000-00-00,1,0,24.95,1,,2.058375,30.758375,,y,9/16/2003 5:53,0000-00-00,,,0000-00-00,y,y,146.6.177.232,y,3.75,,,,,active,n
19,1,19,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/16/2003 6:28,0000-00-00,,,0000-00-00,y,y,208.246.35.241,y,3.75,,,,,active,n
20,1,20,0,0000-00-00,2,0,24.95,1,,0,57.4,,y,9/16/2003 7:23,0000-00-00,,,0000-00-00,y,y,65.107.70.243,y,3.75,,,,,active,n
21,1,21,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/16/2003 7:52,0000-00-00,,,0000-00-00,y,y,12.3.196.1,y,3.75,,,,,active,n
22,1,22,1,0000-00-00,1,search engine,24.95,1,,0,28.7,,y,9/16/2003 8:27,0000-00-00,,,0000-00-00,y,n,163.150.33.248,y,3.75,,,,,active,n
23,1,23,1,0000-00-00,1,search engine,24.95,3,,0,37.4,,y,9/16/2003 8:34,0000-00-00,,,0000-00-00,y,n,64.213.44.2,y,12.45,,,,,active,n
24,1,24,2,0000-00-00,2,search engine,24.95,1,,4.11675,61.51675,,y,9/16/2003 9:57,0000-00-00,,,0000-00-00,y,y,12.237.148.100,y,3.75,,,,,active,n
25,1,25,1,0000-00-00,1,prep class,24.95,1,,0,28.7,,y,9/16/2003 10:37,0000-00-00,,,0000-00-00,y,y,24.25.101.160,y,3.75,,,,,active,n
26,1,26,1,0000-00-00,1,0,24.95,1,,0,28.7,,y,9/16/2003 10:46,0000-00-00,,,0000-00-00,y,n,138.88.44.193,y,3.75,,,,,active,n
27,1,27,0,0000-00-00,1,0,24.95,1,,0,28.7,,y,9/16/2003 12:34,0000-00-00,,,0000-00-00,y,y,68.4.81.111,y,3.75,,,,,active,n
39,1,37,1,0000-00-00,1,,24.95,1,,0,29.7,,y,9/18/2003 9:19,0000-00-00,,,0000-00-00,y,y,,n,4.75,,Took order via phone,,,active,n
